Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Cabo Verde,CPV,0.0,1.75002,2.31797,2.79393,3.12158,3.29565,3.51239,3.65007,3.4345,2.80103,1.94488,0.99346,0.19663,-0.2855,-0.30963,0.00629,0.40437,0.73181,1.0333,1.27938,1.46105,1.68731,1.91349,2.01055,1.94806,1.79412,1.57191,1.41719,1.42563,1.65411,2.02389,2.42053,2.71446,2.85302,2.78929,2.59018,2.36614,2.18215,2.02144,1.90602,1.8232,1.74122,1.64846,1.56329,1.4753,1.39512,1.3169,1.24759,1.20976,1.20496,1.22188,1.25104,1.27062,1.28086,1.26621,1.24142,1.21283
Costa Rica,CRI,0.0,3.71736,3.70635,3.64561,3.52841,3.37751,3.22716,3.09132,2.95932,2.83182,2.71606,2.6011,2.50476,2.45625,2.46506,2.51182,2.56864,2.61541,2.65445,2.67986,2.69342,2.70825,2.72227,2.72343,2.70892,2.68447,2.65134,2.62027,2.60298,2.60297,2.61185,2.61509,2.60271,2.57652,2.53371,2.47572,2.41943,2.3558,2.25823,2.12102,1.96092,1.79339,1.64358,1.52763,1.45671,1.41818,1.38829,1.35352,1.31934,1.28265,1.24506,1.20968,1.17829,1.14755,1.11747,1.08695,1.05757
Caribbean small states,CSS,0.0,1.89162,1.86156,1.80525,1.71411,1.60109,1.48427,1.3809,1.30204,1.25539,1.23314,1.21869,1.20188,1.18359,1.16102,1.13695,1.10607,1.08153,1.07972,1.10677,1.14993,1.2094,1.25044,1.23171,1.13306,0.98502,0.81352,0.67266,0.59958,0.62137,0.70786,0.81642,0.89956,0.94135,0.92337,0.86495,0.79727,0.7469,0.70986,0.69493,0.69584,0.70016,0.69929,0.69658,0.69137,0.68324,0.67339,0.6669,0.66711,0.67574,0.68937,0.70533,0.71601,0.71645,0.70345,0.67979,0.65325
Cuba,CUB,0.0,2.07803,2.20209,2.25195,2.2051,2.09394,1.95753,1.84225,1.76471,1.74181,1.75016,1.76952,1.75781,1.68602,1.53671,1.33741,1.13414,0.95785,0.80435,0.68468,0.59682,0.5006,0.41764,0.41148,0.50313,0.65836,0.84794,1.00383,1.07202,1.0187,0.88162,0.71983,0.58707,0.49168,0.45456,0.45833,0.46768,0.46002,0.44452,0.41565,0.37603,0.34307,0.31286,0.26334,0.18846,0.09965,-0.00297,-0.08996,-0.12585,-0.09137,-0.00781,0.0965,0.18166,0.22732,0.2141,0.158,0.09116
Cyprus,CYP,0.0,0.60296,0.22459,0.03842,0.12313,0.40376,0.74477,1.01971,1.20811,1.26532,1.23012,1.17314,1.1433,1.12565,1.13118,1.14839,1.18966,1.20904,1.15361,0.99879,0.79098,0.54824,0.36629,0.34277,0.52264,0.85215,1.22245,1.53738,1.79448,1.95943,2.05165,2.13063,2.20841,2.23987,2.21816,2.15938,2.08707,2.01377,1.94596,1.89067,1.84499,1.7847,1.72291,1.68477,1.6812,1.69321,1.72156,1.72637,1.66416,1.51587,1.31445,1.09242,0.90386,0.77406,0.73332,0.75219,0.78948
Czech Republic,CZE,0.0,-0.16004,0.39569,0.47706,0.5889,0.52857,0.42532,0.32387,0.23769,0.20466,-0.38987,-0.31756,0.4145,0.55214,0.6649,0.69997,0.66704,0.5988,0.54181,0.48935,0.11509,-0.03496,0.1381,0.08751,0.06156,0.06682,0.04941,0.04921,0.07688,0.05592,-0.26783,-0.24006,0.10224,0.10395,0.03612,-0.06131,-0.11638,-0.10776,-0.09474,-0.10218,-0.28041,-0.37572,-0.1929,-0.02862,0.03043,0.13833,0.2708,0.58354,0.82941,0.56973,0.29136,0.20675,0.13993,0.03317,0.10528,0.19659,0.19205
Germany,DEU,0.0,0.76985,0.87943,0.92588,0.80514,0.85319,0.83456,0.45721,0.44472,0.79298,0.33266,0.18348,0.47848,0.31494,0.03897,-0.37285,-0.42877,-0.22638,-0.08703,0.04421,0.20743,0.15231,-0.09511,-0.26215,-0.34567,-0.22349,0.04577,0.15362,0.39068,0.77334,0.86197,0.72861,0.76035,0.65739,0.34686,0.2939,0.28947,0.14631,0.01514,0.06463,0.13543,0.16823,0.16813,0.05536,-0.02171,-0.05678,-0.1128,-0.13372,-0.19014,-0.25338,-0.1532,-1.85371,0.18773,0.2729,0.41688,0.8657,0.80722
Djibouti,DJI,0.0,5.65059,6.24827,6.59679,6.68321,6.63477,6.6484,6.71289,6.67137,6.49447,6.31586,5.90572,5.65389,6.13727,7.38834,8.85702,10.32055,11.00771,10.43805,8.72383,6.58469,4.35471,2.7189,2.19013,3.05468,4.71355,6.53616,7.61866,7.59079,6.38265,4.59838,2.74749,1.34383,0.5579,0.62392,1.28072,2.08258,2.63852,2.92269,2.82712,2.48454,2.12762,1.88214,1.68584,1.56242,1.49869,1.43352,1.36101,1.34506,1.39464,1.48382,1.59118,1.6799,1.73086,1.72879,1.68781,1.64064
Denmark,DNK,0.0,0.69814,0.77845,0.78773,0.79921,0.77924,0.80301,0.78842,0.60883,0.55299,0.75142,0.6949,0.57199,0.60449,0.46559,0.28827,0.25135,0.31145,0.3106,0.24563,0.1216,-0.02841,-0.07348,-0.06867,-0.05238,0.04053,0.13373,0.12666,0.04859,0.05999,0.16246,0.25952,0.33067,0.33317,0.33771,0.52096,0.56593,0.41556,0.36316,0.33089,0.33423,0.35832,0.31949,0.27201,0.25843,0.27548,0.32865,0.44347,0.58755,0.53508,0.4442,0.41174,0.37627,0.4169,0.50705,0.70642,0.78039
Dominican Republic,DOM,0.0,3.34502,3.31294,3.27139,3.21919,3.16031,3.09844,3.036,2.97409,2.91334,2.85375,2.79389,2.73391,2.67657,2.62128,2.56831,2.51698,2.46622,2.41336,2.35855,2.30288,2.24854,2.1971,2.15035,2.10843,2.07049,2.03255,1.99559,1.96437,1.93995,1.91928,1.90114,1.87941,1.84723,1.80231,1.74861,1.69312,1.64177,1.59547,1.55649,1.52297,1.49131,1.45901,1.42637,1.39277,1.3592,1.32596,1.29518,1.26846,1.24681,1.22858,1.21067,1.19228,1.17437,1.15721,1.13957,1.12251
Algeria,DZA,0.0,2.48716,2.46995,2.49008,2.55973,2.65802,2.76398,2.84536,2.88496,2.87222,2.82745,2.77662,2.74397,2.73496,2.75734,2.80072,2.83809,2.86793,2.91101,2.96919,3.0309,3.08705,3.12163,3.12371,3.08758,3.02286,2.94697,2.86685,2.77585,2.67514,2.56646,2.46032,2.35033,2.22163,2.07086,1.90982,1.75318,1.61528,1.50089,1.41627,1.35841,1.30984,1.27507,1.27591,1.31785,1.3899,1.47112,1.55138,1.63619,1.72209,1.80502,1.88331,1.95142,2.00273,2.03359,2.04539,2.05135
East Asia & Pacific (excluding high income),EAP,0.0,-0.04428,1.33423,2.56184,2.45898,2.50567,2.81033,2.6441,2.66978,2.76086,2.76972,2.75201,2.52651,2.38308,2.20134,1.95593,1.7696,1.61345,1.58519,1.58375,1.53463,1.56532,1.71209,1.6928,1.5899,1.61432,1.69252,1.7639,1.75362,1.68118,1.61562,1.52281,1.40502,1.33444,1.30683,1.26366,1.22522,1.19617,1.13868,1.05918,0.99054,0.93408,0.88275,0.83938,0.81046,0.79918,0.77118,0.73966,0.72967,0.72032,0.71397,0.71626,0.72501,0.72855,0.73055,0.72112,0.73172
Early-demographic dividend,EAR,0.0,2.36648,2.39333,2.41122,2.42957,2.44343,2.45391,2.46815,2.46911,2.47286,2.47431,2.47418,2.47283,2.47307,2.46281,2.45193,2.43713,2.42625,2.43255,2.46219,2.50174,2.5408,2.5665,2.57152,2.5496,2.51125,2.46773,2.42539,2.37498,2.31673,2.36274,2.19801,2.13131,2.07651,2.03525,2.00543,1.98146,1.95255,1.91284,1.8656,1.8219,1.77161,1.72606,1.68741,1.65877,1.63645,1.61673,1.59675,1.57419,1.54796,1.52282,1.49633,1.45472,1.42758,1.40257,1.37832,1.35259
East Asia & Pacific,EAS,0.0,0.34454,1.38569,2.4341,2.34311,2.38486,2.63119,2.45756,2.44809,2.68867,2.61872,2.61168,2.40545,2.23121,2.16916,1.91362,1.67733,1.55907,1.52826,1.53365,1.48133,1.51329,1.63565,1.60762,1.50448,1.51668,1.58493,1.64126,1.63065,1.56891,1.50594,1.42844,1.31253,1.25058,1.23752,1.20205,1.16941,1.12811,1.07632,0.99292,0.93608,0.89234,0.83615,0.78804,0.7552,0.7416,0.73187,0.70067,0.7093,0.68624,0.67631,0.67011,0.68174,0.68078,0.68539,0.678,0.68468
Europe & Central Asia (excluding high income),ECA,0.0,1.61409,1.60771,1.5892,1.56006,1.51515,1.22778,1.189,1.16334,1.14552,1.12492,1.12132,1.1122,1.09876,1.08726,1.05929,1.09983,1.08601,1.06459,1.06417,1.07847,1.08201,1.03787,1.02968,1.09316,1.07571,1.054,1.0426,0.9941,0.88127,0.6298,0.62567,0.52166,0.37557,0.21601,0.10662,0.11572,0.11455,0.077,0.00123,0.03258,0.01074,0.02574,0.08654,0.13144,0.14829,0.18498,0.27321,0.38116,0.51448,0.57525,0.61649,0.61675,0.67423,0.66791,0.67968,0.65971
Europe & Central Asia,ECS,0.0,1.15445,1.17831,1.17437,1.1506,1.10473,0.95738,0.92249,0.8784,0.85134,0.76801,0.76144,0.82663,0.79754,0.76398,0.73533,0.71791,0.68548,0.67296,0.6717,0.68391,0.66309,0.59894,0.56778,0.58897,0.59503,0.60822,0.61222,0.61003,0.58677,0.48742,0.46079,0.41162,0.35881,0.24747,0.1708,0.1597,0.15263,0.13203,0.11887,0.11151,0.12416,0.18425,0.26378,0.29929,0.30484,0.30989,0.3596,0.40219,0.41328,0.39091,0.25181,0.40733,0.47794,0.48398,0.47657,0.46292
Ecuador,ECU,0.0,2.83179,2.84789,2.86517,2.8852,2.90455,2.92117,2.93084,2.93225,2.92441,2.9089,2.89125,2.87097,2.84381,2.80888,2.76955,2.72829,2.68948,2.65455,2.6256,2.60093,2.57589,2.5502,2.52681,2.50605,2.48647,2.46616,2.44379,2.41966,2.39324,2.36441,2.33345,2.29996,2.2636,2.22419,2.18162,2.1416,2.09927,2.0456,1.97783,1.90274,1.82491,1.7561,1.70646,1.68149,1.67356,1.67503,1.67287,1.65916,1.62872,1.58935,1.53872,1.49895,1.49689,1.54374,1.61789,1.70688
"Egypt, Arab Rep.",EGY,0.0,2.7163,2.68956,2.66453,2.64384,2.6239,2.60942,2.58778,2.54205,2.46702,2.37697,2.28596,2.21462,2.17516,2.1758,2.20577,2.24087,2.27429,2.31894,2.37421,2.4345,2.48801,2.53336,2.57741,2.61978,2.65391,2.69114,2.7086,2.67125,2.56871,2.42665,2.27217,2.14023,2.04793,2.00896,2.00644,2.01315,2.00894,1.9956,1.9674,1.93038,1.90114,1.88145,1.85861,1.83133,1.80571,1.77186,1.7517,1.77869,1.86447,1.98478,2.11379,2.21474,2.26794,2.25925,2.20704,2.14523
Euro area,EMU,0.0,0.91144,0.93003,0.94233,0.91985,0.90403,0.83489,0.71645,0.67081,0.67364,0.54595,0.55147,0.67533,0.63726,0.57083,0.51777,0.44876,0.40044,0.40577,0.4117,0.43131,0.38351,0.27398,0.20161,0.16787,0.18952,0.24942,0.27646,0.33435,0.42822,0.45992,0.46441,0.46495,0.40967,0.29091,0.25751,0.25902,0.2386,0.21088,0.25824,0.32845,0.38501,0.48906,0.54319,0.55128,0.51816,0.46826,0.52048,0.48988,0.32493,0.23574,-0.21771,0.22049,0.33999,0.34394,0.30318,0.29261
Spain,ESP,0.0,0.92902,0.92003,0.87704,0.9937,1.08584,1.02403,1.23067,1.30766,0.98543,1.11063,1.20508,1.10414,1.10494,1.09261,1.08129,1.05685,1.02913,0.96288,0.88158,0.80296,0.71088,0.60039,0.48718,0.41526,0.36237,0.29878,0.25933,0.21206,0.15678,0.10183,0.25453,0.48976,0.51854,0.4761,0.44137,0.41652,0.41912,0.41385,0.40532,0.44714,0.69407,1.4126,1.80845,1.72547,1.68935,1.69035,1.85108,1.59533,0.88574,0.46041,0.35534,0.06493,-0.32767,-0.29895,-0.07759,0.08443
Estonia,EST,0.0,1.11139,1.34157,1.37848,1.43768,1.35946,1.07801,0.78774,0.92584,1.04878,1.09615,1.2334,1.12391,0.96003,0.86527,0.78546,0.71274,0.73604,0.68561,0.55625,0.60335,0.70472,0.71988,0.6871,0.65219,0.66706,0.74351,0.7781,0.62162,0.39814,0.06649,-0.50216,-1.82418,-2.57432,-2.13859,-1.7854,-1.47536,-1.14092,-0.96056,0.29448,0.48371,-0.63696,-0.63343,-0.62762,-0.59782,-0.57226,-0.58966,-0.45619,-0.26813,-0.19277,-0.22806,-0.30358,-0.35794,-0.35589,-0.26226,0.06555,0.02911
Ethiopia,ETH,0.0,2.31998,2.39788,2.45458,2.48415,2.49596,2.47736,2.46189,2.49619,2.59486,2.71962,2.89133,3.00467,2.92893,2.62246,2.19013,1.70883,1.34652,1.2315,1.44421,1.87832,2.37003,2.77004,3.05442,3.17808,3.1937,3.18009,3.1975,3.24249,3.32911,3.43186,3.53297,3.59051,3.57562,3.47655,3.32728,3.167,3.03401,2.93886,2.89382,2.88267,2.87943,2.86736,2.85095,2.82639,2.79833,2.76814,2.74595,2.74102,2.75685,2.78377,2.81261,2.82962,2.82702,2.79992,2.75613,2.70811
European Union,EUU,0.0,0.86643,0.88946,0.913,0.90958,0.86048,0.80593,0.76557,0.70925,0.68435,0.54811,0.53558,0.6702,0.647,0.61614,0.59785,0.54151,0.48742,0.45879,0.44033,0.4492,0.41093,0.32808,0.26256,0.23227,0.24052,0.27828,0.29524,0.32457,0.34002,0.33522,0.29789,0.29245,0.32562,0.24933,0.18905,0.16272,0.1502,0.13374,0.16482,0.11966,0.13207,0.22943,0.35601,0.37563,0.3552,0.32511,0.33647,0.32118,0.23669,0.13939,-0.17789,0.14724,0.24321,0.25023,0.21802,0.21235
Fragile and conflict affected situations,FCS,0.0,2.26145,2.30077,2.33502,2.3695,2.40348,2.43923,2.47338,2.49826,2.51356,2.52361,2.52108,2.52443,2.55535,2.62419,2.70978,2.80463,2.87048,2.87566,2.80632,2.69051,2.57121,2.47725,2.4095,2.37605,2.3708,2.3579,2.34923,2.38705,2.47856,3.12294,2.7469,2.85221,2.88229,2.81815,2.69678,2.55913,2.45365,2.35694,2.3542,2.44215,2.51997,2.56404,2.58786,2.5835,2.56015,2.53457,2.51291,2.49717,2.48719,2.48093,2.48131,2.47671,2.45165,2.40076,2.33771,2.26987
Finland,FIN,0.0,0.70571,0.68,0.70698,0.55632,0.33337,0.3748,0.54155,0.44897,-0.05803,-0.37872,0.1262,0.5952,0.56791,0.52354,0.44386,0.30145,0.27974,0.28712,0.25558,0.31108,0.42652,0.56029,0.59599,0.53434,0.41707,0.32479,0.28363,0.29069,0.36102,0.44338,0.54617,0.56191,0.48385,0.43105,0.38166,0.32804,0.29738,0.26547,0.23212,0.20761,0.22769,0.24238,0.23846,0.29035,0.34225,0.38378,0.42543,0.46555,0.47825,0.45749,0.46356,0.47581,0.46072,0.41356,0.32938,0.28742
Fiji,FJI,0.0,3.4392,3.47864,3.41029,3.21373,2.93643,2.64506,2.40102,2.22094,2.13443,2.10788,2.10482,2.08648,2.05918,2.01462,1.96339,1.87794,1.81124,1.83614,1.98257,2.18357,2.44336,2.61653,2.54369,2.1626,1.59918,0.95973,0.43654,0.15879,0.22991,0.54763,0.93281,1.22553,1.39975,1.40029,1.27397,1.149,1.0589,0.93177,0.76516,0.58158,0.35928,0.16352,0.10041,0.21837,0.45674,0.75976,0.99997,1.09079,0.97423,0.72147,0.42141,0.18744,0.06229,0.09757,0.25059,0.43331
France,FRA,0.0,1.31871,1.39648,1.40484,1.32496,1.18616,1.02296,0.88132,0.78413,0.75207,0.76489,0.79289,0.80217,0.78225,0.72004,0.63085,0.53376,0.45577,0.41068,0.41104,0.44406,0.48606,0.51937,0.54561,0.55873,0.56115,0.56574,0.57148,0.56459,0.54186,0.50869,0.55416,0.49724,0.43329,0.37223,0.36125,0.35408,0.35375,0.3686,0.51446,0.68493,0.72779,0.72723,0.70878,0.73631,0.7538,0.69721,0.6187,0.55885,0.51449,0.49404,0.48366,0.48401,0.51478,0.4737,0.35557,0.26387
"Micronesia, Fed. Sts.",FSM,0.0,3.13583,3.07637,3.09309,3.24827,3.42601,3.69337,3.82856,3.62915,2.96479,2.09284,1.07694,0.31682,-0.01445,0.29665,1.07181,1.93434,2.63885,3.14602,3.34972,3.36463,3.36122,3.37504,3.29957,3.13289,2.89652,2.61042,2.33196,2.20492,2.22755,2.35777,2.53152,2.61707,2.46087,2.01488,1.40385,0.73385,0.14668,-0.25105,-0.39539,-0.35226,-0.21345,-0.13352,-0.1206,-0.25852,-0.46627,-0.71679,-0.88364,-0.86641,-0.55007,-0.06217,0.52239,1.01561,1.34963,1.42477,1.33957,1.20489
Gabon,GAB,0.0,0.9677,1.07917,1.2233,1.40341,1.60003,1.81171,1.99556,2.09094,2.07807,1.99979,1.89917,1.82977,1.81696,1.88005,1.99558,2.11874,2.22084,2.3127,2.38592,2.44452,2.49744,2.55001,2.60107,2.64983,2.69502,2.73575,2.76354,2.7764,2.7707,2.75236,2.73173,2.70907,2.67676,2.63327,2.58543,2.54884,2.51826,2.48546,2.44754,2.41487,2.38456,2.38096,2.4261,2.53156,2.67869,2.80821,2.92318,3.07368,3.26432,3.45859,3.65705,3.78851,3.77918,3.60651,3.3351,3.0434
United Kingdom,GBR,0.0,0.76046,0.84866,0.74837,0.65026,0.64247,0.5513,0.53854,0.48677,0.4158,0.39872,0.41767,0.33906,0.1932,0.06306,-0.00742,-0.0246,-0.03287,0.00536,0.08973,0.11952,0.03482,-0.03584,0.0341,0.15826,0.22695,0.23161,0.21264,0.22206,0.26031,0.29893,0.30925,0.27043,0.23975,0.25459,0.26455,0.25463,0.25755,0.29141,0.33341,0.3573,0.38498,0.42334,0.46564,0.56894,0.68661,0.73505,0.77867,0.78703,0.75639,0.78389,0.78151,0.69535,0.66974,0.73646,0.79237,0.75787
Georgia,GEO,0.0,1.57844,1.51934,1.47302,1.41031,1.31677,1.14348,0.98088,0.90705,0.93567,0.96584,1.04071,1.01097,0.88071,0.86835,0.73801,0.72109,0.68163,0.58382,0.73631,0.8429,0.82032,0.84667,0.87884,0.85388,0.87668,0.88819,0.82558,0.99013,0.26266,-0.02707,0.70348,0.77451,0.76856,-1.53943,-3.75772,-3.62955,-3.20752,-2.47422,-2.05738,-1.94463,-1.55124,-0.89725,7.78601,-9.08064,-0.63529,-0.56848,-0.52165,-0.30379,-0.88819,-0.72948,-0.80216,-0.73657,-0.30097,0.04695,0.15748,0.05982
Ghana,GHA,0.0,3.16064,3.21395,3.1751,3.02704,2.8173,2.57575,2.38145,2.29693,2.35431,2.49765,2.68527,2.81718,2.81942,2.65621,2.40033,2.11271,1.90625,1.85664,2.01032,2.29457,2.60832,2.8539,3.00947,3.04522,3.00113,2.93853,2.89863,2.87318,2.87201,2.88324,2.896,2.89041,2.85553,2.78519,2.69487,2.60156,2.5247,2.47169,2.44946,2.44949,2.44953,2.44718,2.45846,2.48462,2.51746,2.55441,2.57999,2.57873,2.54384,2.48704,2.42437,2.36948,2.32385,2.29178,2.26881,2.2466
Guinea,GIN,0.0,1.64355,1.65744,1.67843,1.71052,1.74566,1.78573,1.8141,1.81049,1.7671,1.69936,1.63405,1.58533,1.54545,1.51854,1.50796,1.50258,1.51579,1.57536,1.68945,1.84262,1.99492,2.13989,2.30456,2.48862,2.67385,2.85991,3.00805,3.07497,3.04533,2.95248,2.83487,2.73354,2.66122,2.63209,2.62732,2.63575,2.62206,2.56031,2.43751,2.28278,2.11742,1.98785,1.92655,1.95324,2.03871,2.14858,2.23893,2.29153,2.29086,2.25947,2.21519,2.19782,2.23525,2.34242,2.4897,2.64449
"Gambia, The",GMB,0.0,2.00633,1.98029,2.01874,2.13623,2.30844,2.49033,2.64851,2.76799,2.83781,2.8795,2.90856,2.94908,3.00185,3.06986,3.1469,3.24792,3.34116,3.37186,3.33533,3.26628,3.14091,3.0749,3.20506,3.57639,4.06312,4.57242,4.91737,4.97865,4.71738,4.27143,3.80692,3.44583,3.19774,3.09527,3.09213,3.09847,3.08193,3.08383,3.10196,3.12723,3.1649,3.19721,3.20006,3.16353,3.10616,3.04337,2.99611,2.97018,2.97401,2.99541,3.0184,3.03043,3.03483,3.02605,3.00847,2.98861
Guinea-Bissau,GNB,0.0,1.06951,0.97824,0.96971,1.06531,1.23538,1.40652,1.54238,1.65896,1.7446,1.79373,1.88651,1.95183,1.84627,1.52957,1.09146,0.57693,0.17067,0.05247,0.33409,0.89322,1.53975,2.0695,2.41409,2.50613,2.42399,2.30748,2.24152,2.1987,2.19901,2.22616,2.25691,2.26268,2.23609,2.17312,2.08879,1.99844,1.93262,1.91192,1.95245,2.0325,2.12534,2.20411,2.27392,2.32505,2.36527,2.39871,2.43544,2.47648,2.52397,2.57308,2.61813,2.65107,2.66077,2.64523,2.61051,2.57058
Equatorial Guinea,GNQ,0.0,1.34522,1.31592,1.43163,1.72119,2.0779,2.57461,2.88011,2.57895,1.52038,-0.00592,-1.70401,-3.17696,-4.18118,-4.37119,-3.82391,-3.11204,-2.36934,-1.02858,0.95587,3.23218,5.61879,7.38253,7.95783,7.30163,6.01817,4.68926,3.71264,3.08016,2.90921,3.04404,3.20787,3.27553,3.37892,3.49624,3.62179,3.76987,3.91702,4.02483,4.08349,4.11034,4.11822,4.14276,4.20567,4.31596,4.44483,4.55885,4.63181,4.65491,4.62612,4.55738,4.47774,4.39486,4.29198,4.17245,4.04203,3.91123
Greece,GRC,0.0,0.7929,0.59578,0.37089,0.36261,0.46779,0.7378,0.81441,0.65053,0.36542,0.2282,0.43384,0.65004,0.45413,0.36818,0.93866,1.55321,1.30111,1.2966,1.2467,0.98222,0.89662,0.61646,0.58172,0.49816,0.38829,0.33076,0.33436,0.3632,0.52185,1.05781,1.20035,0.76388,0.58826,0.5007,0.4672,0.44067,0.49327,0.55421,0.38347,0.40904,0.51988,0.36657,0.23864,0.24741,0.29325,0.30033,0.25476,0.26546,0.26303,0.12888,-0.14795,-0.54075,-0.72512,-0.66611,-0.65886,-0.41591
Grenada,GRD,0.0,1.53926,1.25892,0.99949,0.75719,0.54355,0.3144,0.09055,-0.09792,-0.20985,-0.26744,-0.26922,-0.25292,-0.33466,-0.51161,-0.75074,-1.10781,-1.3737,-1.25582,-0.56387,0.4864,1.75356,2.7379,3.06356,2.52769,1.4807,0.24483,-0.75641,-1.3323,-1.22641,-0.6137,0.13382,0.72821,1.09011,1.13574,0.93769,0.70844,0.55883,0.446,0.40205,0.39071,0.40372,0.37219,0.35735,0.32829,0.30047,0.25955,0.24462,0.25256,0.31527,0.41883,0.52857,0.60679,0.67157,0.67443,0.63799,0.6022
Greenland,GRL,0.0,3.62577,3.78502,3.92207,3.24353,4.16727,3.26252,3.39839,3.51736,3.39784,3.28617,1.70944,2.30377,1.43887,1.01524,0.20182,0.20141,-0.60545,-0.40568,0.80972,1.20242,1.58106,0.97562,1.15831,1.14505,0.94429,0.56233,1.11525,1.2856,0.90827,0.54103,-0.18002,-0.36101,-0.181,0.54201,0.53908,0.17905,0.17873,0.17841,0.0,0.17809,0.26655,0.45857,0.2752,0.25687,0.04216,-0.28318,-0.38649,-0.40219,-0.00888,1.02802,-0.02636,-0.14072,-0.57727,-0.3334,-0.32204,0.12823
Guatemala,GTM,0.0,2.93623,2.93614,2.92221,2.89336,2.85049,2.80442,2.74454,2.67151,2.58968,2.50766,2.43324,2.37246,2.3262,2.29212,2.25735,2.23911,2.25016,2.30078,2.38917,2.49465,2.59069,2.67177,2.7156,2.73969,2.75409,2.76317,2.76856,2.76825,2.75932,2.73447,2.68943,2.62467,2.55062,2.49056,2.45299,2.40272,2.35806,2.36199,2.36948,2.43394,2.4024,2.29788,2.18075,2.12599,2.07717,2.02623,1.97596,1.92745,1.88106,1.83656,1.81949,1.7775,1.75717,1.72876,1.69147,1.65807
Guyana,GUY,0.0,3.00688,2.84589,2.65139,2.42312,2.17468,1.92244,1.69357,1.50882,1.38928,1.3121,1.23361,1.15128,1.09763,1.0807,1.0776,1.10139,1.09765,1.005,0.79269,0.50103,0.20219,-0.06219,-0.29458,-0.47987,-0.61903,-0.78039,-0.91965,-0.903,-0.67557,-0.30573,0.15661,0.55295,0.73759,0.62814,0.31509,-0.06517,-0.37201,-0.55459,-0.54594,-0.39549,-0.20229,-0.05597,0.04752,0.07968,0.05711,0.02412,0.01755,0.04594,0.12057,0.2295,0.34526,0.44725,0.51311,0.53787,0.52939,0.51131
High income,HIC,0.0,1.47869,1.28389,1.25883,1.23151,1.17073,1.09274,1.01854,0.91021,1.11371,0.99233,1.06651,1.01957,0.9075,1.02343,0.9648,0.81126,0.8281,0.8268,0.85353,0.82154,0.81746,0.76549,0.71035,0.66819,0.66769,0.69291,0.68714,0.69612,0.73397,0.76631,0.80204,0.58398,0.7649,0.72304,0.83973,0.66856,0.64555,0.6298,0.6189,0.60866,0.6126,0.62201,0.63151,0.66593,0.67861,0.73495,0.75303,0.79519,0.71679,0.64204,0.45731,0.57245,0.57576,0.5875,0.56807,0.56093
"Hong Kong SAR, China",HKG,0.0,2.96304,4.23649,3.44067,2.41727,2.6274,0.88548,2.5271,2.12353,1.59657,2.43144,2.15642,1.91709,2.8214,3.16058,1.89611,1.2562,1.44371,1.81171,5.46545,2.67008,2.34823,1.5525,1.51941,0.98297,1.07426,1.24583,1.00675,0.84047,1.03591,0.32132,0.82923,0.83965,1.71777,2.25203,1.98013,4.43861,0.83251,0.83481,0.95513,0.88159,0.73696,0.44285,-0.1974,0.77992,0.43687,0.64227,0.85963,0.59824,0.21535,0.73445,0.67254,1.10396,0.40198,0.70237,0.8512,0.61937
Honduras,HND,0.0,2.79469,2.7865,2.79305,2.81751,2.85216,2.88996,2.92242,2.94493,2.95452,2.95645,2.95479,2.95749,2.96978,2.99447,3.02684,3.05726,3.0796,3.09146,3.091,3.08171,3.06909,3.05651,3.03941,3.01836,2.99455,2.97115,2.94789,2.92475,2.90121,2.87842,2.85059,2.82496,2.81498,2.82469,2.84358,2.86272,2.86736,2.84881,2.80176,2.73472,2.66258,2.5928,2.52306,2.4552,2.38829,2.32316,2.25642,2.18429,2.10549,2.02451,1.94315,1.8693,1.81011,1.76942,1.74149,1.71764
Heavily indebted poor countries (HIPC),HPC,0.0,2.37352,2.41219,2.45081,2.48978,2.52775,2.56304,2.5942,2.62113,2.64332,2.66117,2.67596,2.68751,2.69445,2.69668,2.69502,2.69647,2.69692,2.68646,2.66304,2.6342,2.60486,2.58753,2.59216,2.6238,2.67397,2.72025,2.76176,2.81579,2.88358,2.95438,3.03206,3.09053,3.09772,3.04326,2.95233,2.84965,2.76985,2.73089,2.74492,2.7924,2.84767,2.88611,2.90268,2.89006,2.85947,2.82472,2.80028,2.78998,2.79808,2.81722,2.83586,2.84653,2.85051,2.84587,2.83416,2.82106
Haiti,HTI,0.0,1.94125,1.94022,1.93631,1.93065,1.92257,1.92065,1.91608,1.89169,1.84234,1.78132,1.71632,1.67079,1.66657,1.71506,1.7997,1.88715,1.96429,2.04519,2.12688,2.20348,2.28088,2.3429,2.36421,2.33657,2.27566,2.20468,2.14103,2.08544,2.0436,2.01162,1.97931,1.94357,1.91067,1.88057,1.85298,1.82711,1.80206,1.77666,1.75073,1.725,1.69882,1.67407,1.65351,1.63788,1.62495,1.61273,1.59815,1.58036,1.55795,1.53214,1.50627,1.48013,1.45021,1.41613,1.37952,1.34132
