Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Europe & Central Asia,ECS,67.037,67.401,67.493,67.762,68.158,68.308,68.518,68.641,68.71,68.716,68.993,69.13,69.334,69.429,69.633,69.607,69.708,69.881,69.97,70.089,70.193,70.458,70.75,70.819,70.969,71.182,71.667,71.884,72.011,72.074,72.077,71.986,71.916,71.599,71.667,71.766,72.152,72.559,72.866,72.916,73.071,73.347,73.434,73.545,73.978,74.14,74.634,74.991,75.247,75.641,75.929,76.442,76.588,76.901,77.217,77.156,77.282
Ecuador,ECU,53.236,53.842,54.409,54.932,55.407,55.84,56.237,56.615,56.992,57.377,57.783,58.216,58.678,59.167,59.682,60.222,60.781,61.353,61.93,62.511,63.095,63.686,64.286,64.896,65.511,66.126,66.735,67.332,67.91,68.464,68.99,69.487,69.956,70.4,70.82,71.217,71.594,71.953,72.297,72.624,72.933,73.22,73.482,73.72,73.937,74.136,74.322,74.501,74.678,74.859,75.046,75.244,75.449,75.661,75.879,76.102,76.327
"Egypt, Arab Rep.",EGY,48.056,48.623,49.147,49.641,50.113,50.556,50.955,51.302,51.602,51.874,52.155,52.487,52.902,53.414,54.027,54.723,55.471,56.228,56.963,57.665,58.338,59.001,59.677,60.378,61.097,61.812,62.494,63.117,63.669,64.151,64.58,64.987,65.401,65.84,66.308,66.789,67.259,67.69,68.061,68.368,68.613,68.807,68.972,69.127,69.282,69.444,69.618,69.797,69.98,70.167,70.357,70.55,70.742,70.933,71.12,71.304,71.484
Euro area,EMU,69.274,69.645,69.604,69.774,70.233,70.32,70.597,70.737,70.787,70.794,71.158,71.266,71.606,71.701,72.027,72.17,72.436,72.791,73.012,73.335,73.53,73.812,74.155,74.23,74.588,74.758,75.057,75.348,75.536,75.762,75.911,76.025,76.38,76.487,76.795,76.956,77.218,77.581,77.797,78.021,78.275,78.597,78.684,78.707,79.279,79.426,79.856,80.1,80.303,80.505,80.747,81.233,81.227,81.513,81.933,81.56,81.56
Spain,ESP,69.109,69.48,69.519,69.681,70.4,70.809,71.055,71.253,71.538,71.058,72.027,71.63,72.818,72.611,72.97,73.319,73.643,74.132,74.296,74.819,75.349,75.529,76.134,75.909,76.295,76.26,76.51,76.728,76.747,76.814,76.838,76.971,77.41,77.547,77.901,77.981,78.12,78.604,78.666,78.717,78.966,79.368,79.568,79.62,79.871,80.171,80.822,80.873,81.176,81.476,81.627,82.476,82.427,83.078,83.229,82.832,82.832
Estonia,EST,67.903,68.361,68.741,69.054,69.31,69.518,69.681,69.802,69.883,69.928,69.937,69.905,69.833,69.725,69.59,69.441,69.29,69.147,69.026,68.939,68.906,68.978,69.127,69.376,69.278,69.38,70.085,70.644,70.698,70.039,69.476,69.373,68.863,67.91,66.5,67.544,69.612,69.81,69.359,70.063,70.417,70.259,70.905,71.317,71.91,72.568,72.691,72.815,73.771,74.824,75.429,76.229,76.327,77.141,77.034,77.59,77.737
Ethiopia,ETH,38.419,39.082,39.711,40.29,40.81,41.267,41.668,42.026,42.355,42.659,42.944,43.213,43.465,43.693,43.894,44.045,44.116,44.103,44.016,43.88,43.746,43.674,43.711,43.884,44.198,44.633,45.146,45.682,46.194,46.668,47.1,47.505,47.912,48.346,48.812,49.305,49.811,50.322,50.836,51.366,51.94,52.593,53.347,54.209,55.172,56.221,57.333,58.466,59.58,60.643,61.625,62.501,63.275,63.952,64.535,65.037,65.475
European Union,EUU,69.28,69.59,69.515,69.76,70.227,70.338,70.568,70.678,70.724,70.68,70.999,71.107,71.415,71.535,71.826,71.922,72.127,72.41,72.525,72.769,72.864,73.203,73.465,73.528,73.803,73.877,74.145,74.388,74.578,74.744,74.869,74.969,75.288,75.395,75.691,75.815,76.067,76.361,76.596,76.825,77.159,77.493,77.606,77.694,78.193,78.365,78.739,78.968,79.183,79.442,79.725,80.24,80.251,80.533,80.921,80.614,80.62
Fragile and conflict affected situations,FCS,40.65,41.168,41.709,42.276,42.871,43.486,44.11,44.728,45.326,45.901,46.449,46.975,47.487,47.985,48.468,48.928,49.36,49.761,50.137,50.498,50.857,51.332,51.712,52.104,52.503,52.9,53.282,53.643,53.961,54.243,54.585,54.788,54.959,55.111,55.252,55.393,55.541,55.703,55.878,56.067,56.312,56.596,56.923,57.29,57.69,58.115,58.557,59.004,59.442,59.863,60.264,60.645,61.014,61.375,61.726,62.066,62.397
Finland,FIN,68.82,68.844,68.578,69.013,69.221,68.978,69.477,69.667,69.616,69.503,70.18,70.018,70.707,71.224,71.135,71.674,71.813,72.35,72.897,73.155,73.44,73.747,74.298,74.201,74.519,74.223,74.56,74.592,74.577,74.792,74.813,75.228,75.455,75.705,76.396,76.41,76.693,76.879,77.091,77.291,77.466,77.966,78.12,78.368,78.715,78.817,79.215,79.263,79.568,79.72,79.871,80.471,80.627,80.976,81.18,81.48,81.78
Fiji,FJI,55.86,56.292,56.716,57.133,57.545,57.95,58.35,58.741,59.123,59.495,59.857,60.207,60.546,60.873,61.191,61.5,61.803,62.102,62.397,62.689,62.978,63.262,63.54,63.811,64.074,64.329,64.577,64.818,65.054,65.284,65.51,65.731,65.948,66.161,66.37,66.575,66.777,66.976,67.172,67.365,67.553,67.734,67.91,68.079,68.243,68.405,68.569,68.737,68.909,69.087,69.267,69.448,69.625,69.796,69.96,70.117,70.269
France,FRA,69.868,70.117,70.315,70.515,70.663,70.812,70.961,71.161,71.31,71.459,71.659,71.907,72.107,72.356,72.605,72.854,73.102,73.351,73.602,73.851,74.051,74.3,74.5,74.8,75.0,75.3,75.6,75.8,76.1,76.349,76.6,76.849,77.1,77.3,77.649,77.751,77.954,78.305,78.605,78.756,79.056,79.159,79.261,79.115,80.163,80.163,80.812,81.112,81.215,81.415,81.663,82.115,81.968,82.22,82.671,82.273,82.273
"Micronesia, Fed. Sts.",FSM,57.58,57.98,58.379,58.777,59.176,59.576,59.979,60.386,60.797,61.211,61.634,62.071,62.519,62.971,63.419,63.843,64.225,64.552,64.817,65.021,65.171,65.28,65.368,65.452,65.541,65.641,65.752,65.868,65.983,66.098,66.212,66.325,66.439,66.552,66.665,66.776,66.884,66.99,67.092,67.195,67.3,67.414,67.539,67.675,67.82,67.969,68.115,68.251,68.375,68.484,68.582,68.673,68.765,68.862,68.966,69.078,69.195
Gabon,GAB,39.587,39.946,40.392,40.944,41.606,42.367,43.204,44.082,44.966,45.842,46.698,47.535,48.363,49.19,50.018,50.846,51.676,52.51,53.344,54.177,55.014,55.864,56.722,57.574,58.398,59.162,59.832,60.382,60.798,61.075,61.215,61.23,61.152,61.012,60.832,60.619,60.372,60.095,59.804,59.527,59.302,59.171,59.154,59.266,59.512,59.89,60.388,60.969,61.597,62.247,62.893,63.519,64.119,64.686,65.211,65.685,66.105
United Kingdom,GBR,71.127,70.878,70.927,70.827,71.624,71.624,71.573,72.124,71.724,71.722,71.973,72.273,72.124,72.324,72.524,72.724,72.776,73.224,73.176,73.276,73.676,74.027,74.178,74.378,74.778,74.629,74.929,75.28,75.38,75.583,75.88,76.083,76.434,76.385,76.885,76.837,77.088,77.211,77.19,77.39,77.741,77.993,78.144,78.446,78.746,79.049,79.249,79.449,79.6,80.051,80.402,80.951,80.905,81.005,81.305,80.956,80.956
Georgia,GEO,63.651,64.058,64.468,64.88,65.291,65.694,66.083,66.454,66.805,67.136,67.452,67.766,68.082,68.401,68.718,69.014,69.266,69.461,69.592,69.665,69.7,69.726,69.768,69.844,69.954,70.083,70.204,70.288,70.323,70.311,70.268,70.22,70.196,70.222,70.307,70.462,70.687,70.966,71.274,71.596,71.907,72.182,72.408,72.575,72.682,72.73,72.73,72.704,72.673,72.65,72.649,72.68,72.742,72.832,72.951,73.096,73.261
Ghana,GHA,45.844,46.28,46.697,47.094,47.47,47.824,48.156,48.469,48.768,49.056,49.339,49.623,49.911,50.204,50.505,50.809,51.11,51.405,51.693,51.977,52.268,52.575,52.907,53.272,53.67,54.111,54.605,55.14,55.697,56.251,56.755,57.16,57.439,57.583,57.598,57.507,57.347,57.171,57.032,56.962,56.994,57.147,57.41,57.761,58.187,58.666,59.167,59.663,60.128,60.55,60.924,61.254,61.561,61.86,62.154,62.448,62.742
Guinea,GIN,34.89,35.086,35.266,35.432,35.588,35.74,35.891,36.048,36.222,36.421,36.656,36.933,37.255,37.623,38.039,38.498,38.993,39.517,40.068,40.65,41.279,41.977,42.753,43.607,44.522,45.482,46.463,47.434,48.359,49.208,49.949,50.557,51.032,51.381,51.61,51.717,51.701,51.592,51.434,51.273,51.181,51.229,51.451,51.859,52.444,53.17,53.972,54.775,55.521,56.185,56.765,57.282,57.782,58.301,58.846,59.419,60.015
"Gambia, The",GMB,32.035,32.317,32.651,33.05,33.523,34.076,34.711,35.417,36.178,36.985,37.824,38.685,39.556,40.429,41.293,42.146,42.989,43.827,44.66,45.483,46.293,47.087,47.86,48.603,49.308,49.958,50.537,51.042,51.476,51.849,52.176,52.481,52.786,53.11,53.461,53.844,54.254,54.676,55.097,55.513,55.924,56.329,56.732,57.132,57.527,57.914,58.289,58.648,58.991,59.316,59.622,59.911,60.187,60.452,60.707,60.954,61.193
Guinea-Bissau,GNB,37.854,38.157,38.481,38.828,39.195,39.58,39.975,40.372,40.767,41.155,41.538,41.917,42.295,42.679,43.068,43.465,43.873,44.292,44.717,45.146,45.569,45.979,46.369,46.737,47.084,47.414,47.734,48.054,48.381,48.718,49.071,49.441,49.825,50.213,50.599,50.969,51.306,51.604,51.86,52.079,52.27,52.45,52.636,52.845,53.084,53.357,53.663,53.991,54.333,54.687,55.05,55.424,55.807,56.2,56.598,57.0,57.403
Equatorial Guinea,GNQ,36.74,37.041,37.342,37.642,37.942,38.242,38.542,38.842,39.142,39.443,39.738,40.019,40.288,40.55,40.818,41.122,41.493,41.95,42.493,43.111,43.772,44.434,45.054,45.604,46.074,46.469,46.81,47.135,47.473,47.838,48.239,48.677,49.142,49.62,50.104,50.588,51.062,51.521,51.959,52.371,52.752,53.099,53.415,53.709,53.987,54.262,54.55,54.858,55.19,55.543,55.908,56.265,56.601,56.905,57.18,57.434,57.681
Greece,GRC,68.164,68.549,68.892,69.186,69.429,69.638,69.837,70.052,70.303,70.589,70.904,71.227,71.535,71.815,72.065,72.294,72.52,72.762,73.031,73.329,73.647,73.969,74.279,74.566,74.829,75.079,75.33,75.598,75.891,76.688,76.939,77.137,77.383,77.39,77.639,77.585,77.685,78.137,77.839,77.988,77.888,78.388,78.641,78.841,79.039,79.239,79.439,79.439,79.939,80.188,80.388,80.732,80.634,81.285,81.385,81.037,81.037
Grenada,GRD,60.068,60.503,60.924,61.331,61.725,62.107,62.477,62.835,63.181,63.517,63.843,64.158,64.462,64.755,65.038,65.312,65.577,65.833,66.081,66.322,66.557,66.787,67.012,67.233,67.449,67.66,67.864,68.06,68.247,68.427,68.6,68.765,68.925,69.083,69.241,69.402,69.57,69.748,69.934,70.131,70.337,70.551,70.77,70.991,71.213,71.438,71.667,71.903,72.142,72.383,72.618,72.84,73.044,73.227,73.388,73.531,73.659
Greenland,GRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.415,63.955,63.45,63.075,63.193,63.3,63.467,63.834,64.249,64.654,64.582,64.668,65.068,65.032,65.196,65.585,65.901,65.644,65.767,65.798,66.157,66.403,66.963,67.608,68.163,68.435,68.807,69.221,69.519,69.983,70.213,70.468,70.857,71.062,71.299,71.83,0.0,0.0,0.0
Guatemala,GTM,46.702,47.219,47.75,48.295,48.856,49.434,50.032,50.646,51.267,51.889,52.501,53.091,53.652,54.181,54.676,55.14,55.577,56.0,56.418,56.84,57.272,57.719,58.183,58.661,59.154,59.661,60.176,60.694,61.214,61.735,62.261,62.799,63.352,63.921,64.502,65.09,65.678,66.257,66.817,67.351,67.849,68.304,68.717,69.092,69.437,69.763,70.085,70.415,70.76,71.122,71.494,71.867,72.227,72.562,72.869,73.15,73.409
Guyana,GUY,60.26,60.441,60.623,60.805,60.984,61.157,61.317,61.462,61.588,61.697,61.789,61.868,61.938,62.005,62.072,62.14,62.211,62.283,62.355,62.427,62.498,62.565,62.626,62.684,62.741,62.801,62.869,62.95,63.046,63.159,63.29,63.438,63.6,63.77,63.946,64.122,64.297,64.466,64.63,64.785,64.93,65.065,65.192,65.313,65.428,65.538,65.642,65.741,65.836,65.929,66.022,66.117,66.216,66.318,66.425,66.536,66.65
High income,HIC,68.497,68.882,68.862,69.076,69.482,69.595,69.864,70.095,70.039,70.244,70.576,70.858,71.153,71.324,71.737,72.084,72.343,72.696,72.853,73.18,73.206,73.564,73.893,73.996,74.28,74.4,74.647,74.919,75.033,75.281,75.442,75.616,75.873,75.954,76.24,76.303,76.678,77.012,77.195,77.337,77.618,77.914,78.05,78.177,78.592,78.685,78.987,79.222,79.366,79.643,79.819,80.059,80.175,80.356,80.616,80.495,80.527
"Hong Kong SAR, China",HKG,66.962,67.549,68.106,68.626,69.104,69.543,69.946,70.326,70.691,71.045,71.387,71.459,71.456,72.11,72.612,73.368,72.82,73.32,73.576,73.673,74.673,75.324,75.429,75.276,76.029,76.434,76.685,76.883,77.083,77.029,77.38,77.883,77.678,78.032,78.529,78.683,79.627,80.127,80.132,80.383,80.878,81.424,81.427,81.378,81.829,81.629,82.376,82.327,82.376,82.776,82.978,83.422,83.48,83.832,83.98,84.278,84.227
Honduras,HND,46.274,46.953,47.625,48.285,48.926,49.548,50.151,50.742,51.33,51.921,52.523,53.14,53.779,54.44,55.125,55.834,56.567,57.318,58.08,58.851,59.632,60.428,61.236,62.051,62.859,63.643,64.382,65.063,65.679,66.23,66.725,67.18,67.616,68.047,68.476,68.898,69.301,69.672,70.001,70.288,70.537,70.756,70.957,71.15,71.341,71.532,71.724,71.911,72.093,72.27,72.446,72.624,72.805,72.99,73.181,73.376,73.575
Heavily indebted poor countries (HIPC),HPC,39.575,40.009,40.436,40.855,41.264,41.667,42.067,42.467,42.871,43.277,43.687,44.1,44.513,44.922,45.323,45.712,46.083,46.436,46.773,47.095,47.407,47.716,48.024,48.33,48.628,48.906,49.146,49.337,49.477,49.578,49.663,49.761,49.892,50.064,50.267,50.496,50.755,51.048,51.381,51.762,52.201,52.71,53.289,53.934,54.633,55.371,56.129,56.889,57.63,58.338,59.002,59.615,60.183,60.713,61.205,61.66,62.082
Haiti,HTI,42.113,42.697,43.277,43.849,44.412,44.955,45.472,45.955,46.405,46.823,47.215,47.592,47.965,48.341,48.723,49.107,49.485,49.849,50.196,50.527,50.852,51.182,51.527,51.892,52.279,52.68,53.088,53.492,53.881,54.253,54.609,54.954,55.296,55.639,55.981,56.316,56.635,56.933,57.209,57.467,57.716,57.969,58.239,58.535,58.86,59.219,59.61,60.023,60.448,60.876,61.296,61.699,62.078,62.432,62.757,63.055,63.33
Hungary,HUN,68.003,68.936,67.866,68.874,69.381,69.071,69.822,69.407,69.23,69.315,69.165,69.052,69.665,69.518,69.248,69.29,69.573,69.848,69.394,69.615,69.062,69.139,69.358,68.974,69.026,68.972,69.173,69.651,70.023,69.462,69.316,69.377,69.117,69.101,69.47,69.792,70.329,70.702,70.558,70.677,71.246,72.249,72.349,72.3,72.649,72.649,73.098,73.151,73.702,73.905,74.207,74.859,75.063,75.566,75.763,75.568,75.568
IBRD only,IBD,48.674,49.198,49.802,50.545,51.415,52.393,53.411,54.414,55.382,56.242,57.039,57.742,58.387,58.998,59.589,60.106,60.62,61.094,61.537,61.932,62.301,62.67,63.021,63.329,63.613,63.942,64.316,64.617,64.91,65.176,65.435,65.682,65.884,66.072,66.323,66.611,66.95,67.308,67.643,67.931,68.247,68.572,68.875,69.179,69.495,69.783,70.111,70.422,70.711,71.023,71.304,71.6,71.859,72.114,72.341,72.556,72.763
IDA & IBRD total,IBT,47.55,48.065,48.651,49.358,50.168,51.063,51.986,52.887,53.751,54.519,55.231,55.863,56.449,57.01,57.558,58.049,58.542,59.004,59.44,59.834,60.202,60.568,60.915,61.222,61.504,61.816,62.158,62.434,62.695,62.93,63.153,63.369,63.541,63.706,63.925,64.176,64.473,64.792,65.088,65.357,65.657,65.97,66.275,66.591,66.926,67.246,67.602,67.947,68.274,68.614,68.924,69.237,69.516,69.785,70.027,70.253,70.469
IDA total,IDA,41.921,42.465,43.006,43.544,44.075,44.585,45.061,45.494,45.882,46.229,46.548,46.86,47.184,47.535,47.921,48.345,48.807,49.292,49.78,50.256,50.709,51.171,51.577,51.957,52.316,52.643,52.933,53.186,53.398,53.595,53.768,53.938,54.116,54.302,54.503,54.724,54.968,55.23,55.508,55.816,56.158,56.543,56.974,57.45,57.966,58.51,59.074,59.644,60.204,60.742,61.247,61.716,62.151,62.557,62.936,63.29,63.621
IDA blend,IDB,43.605,44.264,44.902,45.516,46.108,46.677,47.227,47.761,48.282,48.79,49.284,49.763,50.225,50.671,51.099,51.514,51.919,52.319,52.711,53.095,53.463,53.809,54.128,54.398,54.631,54.817,54.956,55.06,55.121,55.16,55.175,55.164,55.139,55.095,55.052,55.019,55.006,55.023,55.063,55.146,55.288,55.497,55.776,56.11,56.505,56.949,57.432,57.939,58.452,58.957,59.447,59.903,60.317,60.7,61.05,61.37,61.662
Indonesia,IDN,48.651,49.281,49.897,50.499,51.09,51.672,52.249,52.824,53.397,53.968,54.537,55.1,55.655,56.197,56.726,57.24,57.742,58.23,58.707,59.171,59.618,60.045,60.451,60.836,61.203,61.555,61.899,62.241,62.583,62.929,63.281,63.638,63.998,64.353,64.701,65.032,65.339,65.617,65.866,66.087,66.285,66.467,66.643,66.82,67.002,67.191,67.386,67.581,67.775,67.964,68.15,68.331,68.509,68.684,68.856,69.025,69.191
IDA only,IDX,41.119,41.607,42.103,42.605,43.107,43.59,44.031,44.417,44.742,45.012,45.247,45.477,45.732,46.034,46.394,46.818,47.3,47.819,48.347,48.861,49.35,49.868,50.311,50.742,51.16,51.554,51.916,52.241,52.528,52.804,53.057,53.319,53.599,53.903,54.227,54.576,54.948,55.333,55.73,56.149,56.59,57.063,57.567,58.112,58.686,59.279,59.882,60.482,61.065,61.619,62.133,62.61,63.056,63.474,63.868,64.239,64.59
India,IND,41.174,41.794,42.421,43.057,43.702,44.356,45.02,45.691,46.366,47.043,47.721,48.399,49.075,49.746,50.405,51.047,51.665,52.257,52.819,53.349,53.842,54.295,54.711,55.099,55.468,55.83,56.201,56.589,57.003,57.445,57.915,58.409,58.915,59.421,59.921,60.408,60.877,61.327,61.761,62.179,62.582,62.977,63.368,63.759,64.154,64.556,64.966,65.383,65.802,66.219,66.625,67.013,67.377,67.714,68.021,68.302,68.56
Ireland,IRL,69.797,69.978,70.134,70.273,70.401,70.523,70.638,70.745,70.844,70.938,71.031,71.129,71.232,71.346,71.472,71.617,71.783,71.969,72.174,72.393,72.623,72.856,73.088,73.314,73.531,73.742,73.951,74.163,74.378,74.596,74.809,75.005,75.181,75.336,75.477,75.618,75.832,75.985,76.18,76.083,76.537,77.134,77.634,78.139,78.539,78.944,79.241,79.641,80.095,80.19,80.744,80.746,80.846,81.0,81.349,81.454,81.607
"Iran, Islamic Rep.",IRN,44.947,45.512,46.07,46.622,47.173,47.73,48.3,48.889,49.505,50.15,50.856,51.662,52.561,53.514,54.463,55.265,55.744,55.826,55.513,54.88,54.111,53.452,53.128,53.293,53.995,55.213,56.846,58.683,60.528,62.275,63.828,65.131,66.209,67.094,67.791,68.326,68.741,69.092,69.428,69.775,70.144,70.526,70.899,71.249,71.582,71.912,72.259,72.635,73.044,73.481,73.932,74.375,74.787,75.153,75.466,75.73,75.953
Iraq,IRQ,48.022,49.222,50.409,51.58,52.73,53.839,54.885,55.85,56.723,57.5,58.199,58.849,59.47,60.062,60.611,61.046,61.276,61.263,61.018,60.598,60.127,59.766,59.647,59.85,60.393,61.236,62.285,63.393,64.436,65.354,66.118,66.735,67.256,67.722,68.134,68.489,68.776,68.987,69.122,69.183,69.169,69.081,68.932,68.742,68.537,68.35,68.217,68.156,68.177,68.283,68.465,68.702,68.963,69.219,69.458,69.672,69.862
Iceland,ISL,73.423,73.503,73.722,73.043,73.542,73.869,73.3,73.783,74.006,73.776,73.934,73.57,74.456,74.451,74.512,75.579,76.972,76.374,76.649,76.773,76.847,76.521,77.038,76.846,77.577,77.602,77.991,77.339,77.083,78.141,78.036,77.992,78.76,78.935,79.247,77.984,78.778,78.885,79.602,79.351,79.654,80.69,80.502,80.963,80.998,81.502,81.159,81.454,81.61,81.751,81.898,82.359,82.917,82.061,82.861,82.468,82.468
Israel,ISR,0.0,72.007,72.112,0.0,0.0,0.0,72.286,71.51,71.057,70.97,71.213,71.719,71.078,71.693,71.662,72.045,72.956,72.959,73.207,73.507,73.876,74.261,74.11,74.459,74.807,75.207,74.956,75.259,74.437,76.307,76.607,76.759,76.505,77.154,77.402,77.451,78.105,78.0,78.149,78.659,78.954,79.407,79.451,79.649,80.146,80.151,80.554,80.505,80.951,81.405,81.602,81.656,81.705,82.056,82.154,82.051,82.407
Italy,ITA,69.124,69.76,69.15,69.248,70.312,70.172,70.926,70.957,70.78,70.812,71.559,71.807,72.075,72.026,72.734,72.647,72.992,73.365,73.693,74.003,73.943,74.354,74.815,74.64,75.39,75.471,75.771,76.22,76.371,76.82,76.971,77.02,77.42,77.722,77.922,78.171,78.522,78.824,78.976,79.424,79.778,80.127,80.229,79.983,80.78,80.783,81.283,81.434,81.485,81.637,82.037,82.188,82.239,82.69,83.09,82.544,82.544
Jamaica,JAM,64.387,64.96,65.484,65.962,66.396,66.789,67.144,67.466,67.763,68.045,68.324,68.609,68.907,69.219,69.546,69.885,70.235,70.583,70.919,71.231,71.509,71.739,71.92,72.052,72.135,72.175,72.179,72.16,72.129,72.096,72.065,72.039,72.015,71.996,71.986,71.99,72.011,72.052,72.116,72.205,72.327,72.487,72.683,72.911,73.167,73.446,73.739,74.038,74.334,74.619,74.883,75.122,75.334,75.523,75.689,75.836,75.97
Jordan,JOR,52.651,53.438,54.22,54.995,55.765,56.526,57.279,58.022,58.752,59.468,60.171,60.864,61.545,62.215,62.869,63.502,64.108,64.683,65.224,65.731,66.207,66.656,67.086,67.5,67.899,68.283,68.649,68.992,69.311,69.604,69.872,70.113,70.331,70.529,70.712,70.885,71.053,71.219,71.386,71.556,71.73,71.907,72.083,72.256,72.427,72.594,72.76,72.924,73.087,73.25,73.412,73.571,73.729,73.883,74.034,74.182,74.329
Japan,JPN,67.666,68.31,68.595,69.658,70.132,70.202,70.987,71.277,71.611,71.839,71.95,72.883,73.507,73.758,74.394,75.057,75.457,75.898,76.038,76.338,76.092,76.414,76.923,76.961,77.365,77.65,78.065,78.484,78.399,78.818,78.837,79.101,79.154,79.294,79.687,79.536,80.2,80.424,80.501,80.571,81.076,81.417,81.563,81.76,82.03,81.925,82.322,82.507,82.588,82.931,82.843,82.591,83.096,83.332,83.588,83.794,83.985
Kazakhstan,KAZ,58.368,58.782,59.199,59.619,60.036,60.449,60.852,61.239,61.609,61.956,62.276,62.565,62.825,63.06,63.28,63.492,63.71,63.941,64.192,64.467,66.624,66.706,66.788,67.662,68.537,68.537,68.913,69.29,68.849,68.29,68.337,67.983,67.732,66.727,65.673,64.92,64.11,64.463,64.561,65.52,65.517,65.768,65.968,65.866,65.888,65.91,66.161,66.505,67.022,68.429,68.295,68.98,69.61,70.45,71.62,72.0,72.3
Kenya,KEN,46.348,46.997,47.635,48.251,48.841,49.409,49.962,50.514,51.074,51.644,52.222,52.803,53.379,53.945,54.497,55.042,55.592,56.148,56.705,57.247,57.757,58.211,58.588,58.869,59.039,59.082,58.994,58.783,58.465,58.05,57.536,56.918,56.212,55.449,54.669,53.911,53.205,52.589,52.106,51.805,51.751,52.004,52.565,53.413,54.513,55.819,57.271,58.784,60.275,61.68,62.936,64.008,64.907,65.651,66.242,66.695,67.032
Kyrgyz Republic,KGZ,56.128,56.564,57.003,57.443,57.882,58.315,58.738,59.146,59.536,59.904,60.245,60.554,60.835,61.093,61.333,61.565,61.797,62.04,62.301,62.586,62.904,63.264,63.659,64.078,64.505,64.919,65.294,65.611,65.859,67.907,68.298,68.551,68.102,67.193,66.039,65.79,66.544,66.893,67.051,68.656,68.559,68.707,68.156,68.256,68.154,67.956,67.695,67.895,68.451,69.102,69.3,69.602,70.002,70.202,70.402,70.651,70.951
Cambodia,KHM,41.242,41.366,41.526,41.71,41.893,42.083,42.298,42.486,42.55,42.369,41.566,39.699,36.676,32.667,28.04,23.595,20.317,18.907,19.725,22.744,27.536,33.342,39.157,44.173,48.025,50.563,51.916,52.587,52.999,53.302,53.595,53.916,54.228,54.514,54.82,55.189,55.653,56.212,56.862,57.604,58.432,59.335,60.283,61.241,62.186,63.088,63.927,64.695,65.391,66.01,66.555,67.034,67.466,67.868,68.251,68.62,68.981
Kiribati,KIR,49.245,49.773,50.304,50.828,51.338,51.838,52.337,52.845,53.361,53.879,54.384,54.858,55.287,55.659,55.973,56.224,56.416,56.564,56.688,56.802,56.927,57.077,57.262,57.49,57.768,58.101,58.492,58.927,59.394,59.88,60.371,60.854,61.318,61.755,62.158,62.526,62.862,63.174,63.469,63.745,64.001,64.231,64.43,64.599,64.74,64.859,64.961,65.054,65.146,65.244,65.354,65.481,65.623,65.78,65.949,66.13,66.317
"Korea, Rep.",KOR,53.002,53.737,54.485,55.247,56.024,56.823,57.658,58.527,59.418,60.316,62.163,62.612,63.01,63.407,63.805,64.154,64.502,64.9,65.198,65.546,66.046,66.546,67.095,67.546,68.195,68.795,69.446,69.998,70.549,71.049,71.598,72.046,72.498,72.998,73.398,73.7,74.151,74.602,75.005,75.41,75.91,76.412,76.766,77.215,77.666,78.168,78.668,79.12,79.517,79.968,80.117,80.568,80.82,81.271,81.722,82.024,82.024
Kuwait,KWT,60.285,61.01,61.697,62.346,62.961,63.542,64.092,64.614,65.108,65.579,66.027,66.453,66.857,67.241,67.607,67.958,68.298,68.628,68.949,69.263,69.573,69.878,70.178,70.47,70.752,71.021,71.273,71.505,71.717,71.908,72.079,72.232,72.369,72.496,72.613,72.722,72.824,72.917,73.004,73.084,73.16,73.232,73.3,73.367,73.434,73.505,73.584,73.67,73.764,73.868,73.979,74.096,74.217,74.338,74.458,74.577,74.694
Latin America & Caribbean (excluding high income),LAC,55.677,56.172,56.648,57.106,57.547,57.976,58.4,58.822,59.248,59.677,60.108,60.536,60.955,61.361,61.754,62.135,62.507,62.875,63.243,63.612,63.983,64.352,64.719,65.078,65.433,65.783,66.128,66.47,66.811,67.155,67.505,67.867,68.243,68.628,69.025,69.427,69.827,70.222,70.603,70.967,71.312,71.637,71.945,72.237,72.518,72.789,73.053,73.311,73.565,73.816,74.062,74.303,74.537,74.763,74.981,75.192,75.397
Lao PDR,LAO,43.204,43.511,43.817,44.121,44.424,44.728,45.033,45.34,45.65,45.962,46.273,46.578,46.876,47.166,47.449,47.722,47.985,48.244,48.503,48.771,49.06,49.38,49.74,50.14,50.58,51.055,51.553,52.064,52.576,53.085,53.589,54.09,54.594,55.106,55.628,56.158,56.698,57.246,57.801,58.359,58.923,59.494,60.07,60.648,61.224,61.793,62.348,62.886,63.402,63.893,64.357,64.795,65.208,65.6,65.975,66.335,66.683
